replicate_id,iteration,observation_basis,best_value_source,current_round_source
transfer_3,1,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_1_worker_3_solver_97bc3c03d55b.json.gz,policy_scores
transfer_3,2,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_1_worker_3_solver_97bc3c03d55b.json.gz,policy_scores
transfer_3,3,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_1_worker_3_solver_97bc3c03d55b.json.gz,policy_scores
transfer_3,4,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_1_worker_3_solver_97bc3c03d55b.json.gz,policy_scores
transfer_3,5,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_5_worker_2_solver_b22e8cf1f277.json.gz,policy_scores
transfer_3,6,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_5_worker_2_solver_b22e8cf1f277.json.gz,policy_scores
transfer_3,7,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_5_worker_2_solver_b22e8cf1f277.json.gz,policy_scores
transfer_3,8,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_8_worker_4_solver_3b6bd84298a5.json.gz,policy_scores
transfer_3,9,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_8_worker_4_solver_3b6bd84298a5.json.gz,policy_scores
transfer_3,10,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_10_worker_1_solver_5188c80f90a6.json.gz,policy_scores
transfer_3,11,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_11_worker_1_solver_d2c490cfb432.json.gz,policy_scores
transfer_3,12,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_11_worker_1_solver_d2c490cfb432.json.gz,policy_scores
transfer_3,13,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_13_worker_4_solver_d1d920e734e7.json.gz,policy_scores
transfer_3,14,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_14_worker_3_solver_efd2345fc503.json.gz,policy_scores
transfer_3,15,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_14_worker_3_solver_efd2345fc503.json.gz,policy_scores
transfer_3,16,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_14_worker_3_solver_efd2345fc503.json.gz,policy_scores
transfer_3,17,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_17_worker_3_solver_85695f4d40af.json.gz,policy_scores
transfer_3,18,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_17_worker_3_solver_85695f4d40af.json.gz,policy_scores
transfer_3,19,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_19_worker_1_solver_625a1e7347f1.json.gz,policy_scores
transfer_3,20,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_20_worker_4_solver_8c5ed84c4bcd.json.gz,policy_scores
transfer_3,21,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_20_worker_4_solver_8c5ed84c4bcd.json.gz,policy_scores
transfer_3,22,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_20_worker_4_solver_8c5ed84c4bcd.json.gz,policy_scores
transfer_3,23,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_20_worker_4_solver_8c5ed84c4bcd.json.gz,policy_scores
transfer_3,24,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,25,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,26,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,27,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,28,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,29,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,30,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_24_worker_3_solver_0288c0d51d57.json.gz,policy_scores
transfer_3,31,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_31_worker_2_solver_ed121cf46867.json.gz,policy_scores
transfer_3,32,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_31_worker_2_solver_ed121cf46867.json.gz,policy_scores
transfer_3,33,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_31_worker_2_solver_ed121cf46867.json.gz,policy_scores
transfer_3,34,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,35,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,36,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,37,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,38,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,39,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
transfer_3,40,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/step_34_worker_2_solver_0f8ee73693ab.json.gz,policy_scores
